employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,vol_exit_date,left,tenure_m_at_ref,last_rating,last_goal,last_promo_rec,n_reviews,n_promo_recs,repeat_promo_rec,ever_promo_rec,eligible_never_rec,goal_delta,surveyed,responded,non_responder,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,eng_index,d_manager_effectiveness,d_career_development,d_recognition,hist_response_rate,mgr_span,ref_date
E06111,Jamie Rodgers,2012-09-01,,active,Wealth Management,Client-Advisory,2,"Manager, Wealth Management",124000.0,1.05,Female,30-34,East Asian,Full-time,False,False,E00487,referral,NovaCorp-Origin,WorkdayHR,37.0,162,False,,0,145.7621550591327,Outstanding,84.7,False,1.0,0.0,0,0,0,0.0,True,True,0,4.19,5.0,4.77,2.66,4.06,2.28,4.89,3.9,3.96875,-0.22999999999999954,-1.19,0.5699999999999994,0.6666666666666666,7.0,2024-10-25
E06112,Wendy Brown,2012-09-01,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",132800.0,0.99,Female,40-44,Anglo-Australian,Full-time,False,True,E00935,agency,NovaCorp-Origin,WorkdayHR,31.0,162,False,,0,145.7621550591327,Meets Expectations,66.0,False,1.0,0.0,0,0,1,0.0,True,False,1,,,,,,,,,,1.0300000000000002,-0.10999999999999988,-0.5899999999999999,0.6666666666666666,6.0,2024-10-25
E06113,Eric Petersen,2012-09-02,,active,Technology,Technology,1,Junior Developer,72000.0,0.97,Male,40-44,South Asian,Casual,False,False,E06369,direct,NovaCorp-Origin,WorkdayHR,26.0,162,False,,0,145.7293035479632,Meets Expectations,54.1,False,1.0,0.0,0,0,0,0.0,True,True,0,4.7,3.93,4.28,3.01,3.8,4.3,3.87,3.71,3.95,0.3700000000000001,-0.6000000000000001,-0.6499999999999995,1.0,1.0,2024-10-25
E06114,Anthony Cabrera,2012-09-02,,active,Technology,Technology,1,Engineer,100400.0,1.05,Male,40-44,Middle Eastern,Full-time,False,False,E00822,direct,NovaCorp-Origin,WorkdayHR,39.0,162,False,,0,145.7293035479632,Below Expectations,30.0,False,1.0,0.0,0,0,0,0.0,True,True,0,3.82,4.0,3.73,5.0,3.07,3.78,2.67,3.41,3.685,0.75,0.0,-0.43999999999999995,1.0,4.0,2024-10-25
E06115,Rebecca Barrett,2012-09-05,,active,Insurance,Risk-Compliance,1,Compliance Officer,64500.0,1.15,Female,50-54,Anglo-Australian,Part-time,False,False,E00995,direct,NovaCorp-Origin,WorkdayHR,66.0,162,False,,0,145.63074901445466,High Performer,73.6,False,1.0,0.0,0,0,0,0.0,True,True,0,3.26,4.39,4.37,4.15,4.47,2.09,5.0,5.0,4.09125,0.4099999999999997,0.6000000000000005,-0.6299999999999999,1.0,6.0,2024-10-25
E06116,Jack Hanna,2012-09-06,,active,Corporate Operations,Operations-Processing,2,"Manager, Corporate Operations",146700.0,1.0,Male,45-49,South Asian,Full-time,False,False,E01062,direct,NovaCorp-Origin,WorkdayHR,59.0,162,False,,0,145.59789750328514,Meets Expectations,55.1,False,1.0,0.0,0,0,0,0.0,True,True,0,4.74,3.28,3.33,4.31,4.54,4.39,4.14,3.24,3.99625,-0.22999999999999954,0.13999999999999968,-0.8099999999999996,0.6666666666666666,5.0,2024-10-25
E06117,Katherine Morgan,2012-09-07,,active,Retail Banking,Risk-Compliance,1,Risk Analyst,90700.0,0.99,Female,40-44,Anglo-Australian,Full-time,False,True,E01366,direct,NovaCorp-Origin,WorkdayHR,69.0,162,False,,0,145.56504599211564,Meets Expectations,67.3,False,1.0,0.0,0,0,1,0.0,True,True,0,4.25,3.21,1.69,3.11,3.28,3.36,1.99,3.32,3.02625,0.54,0.21999999999999975,-0.54,0.6666666666666666,8.0,2024-10-25
E06118,Donna Taylor,2012-09-07,,active,Retail Banking,Risk-Compliance,1,Compliance Officer,60900.0,0.85,Female,30-34,Anglo-Australian,Full-time,True,True,E13275,agency,NovaCorp-Origin,WorkdayHR,47.0,162,False,,0,145.56504599211564,High Performer,73.3,False,1.0,0.0,0,0,1,0.0,True,False,1,,,,,,,,,,-0.4200000000000004,-0.23000000000000043,-0.7400000000000002,0.6666666666666666,2.0,2024-10-25
E06119,Lisa Hughes,2012-09-07,,active,Retail Banking,Technology,1,Engineer,99600.0,0.97,Female,35-39,Anglo-Australian,Full-time,False,False,E00626,graduate,NovaCorp-Origin,WorkdayHR,65.0,162,False,,0,145.56504599211564,Meets Expectations,62.4,False,1.0,0.0,0,0,0,0.0,True,True,0,1.78,1.74,3.38,1.77,1.55,1.0,2.43,3.49,2.1425,0.17999999999999994,0.30000000000000004,0.009999999999999787,1.0,3.0,2024-10-25
E06120,William Anderson,2012-09-08,,active,Retail Banking,Operations-Processing,1,Analyst,107700.0,0.99,Male,50-54,Anglo-Australian,Full-time,False,True,E07680,agency,NovaCorp-Origin,WorkdayHR,75.0,162,False,,0,145.53219448094612,Meets Expectations,53.4,False,1.0,0.0,0,0,1,0.0,True,True,0,3.48,2.8,2.75,4.7,2.51,4.15,4.88,2.7,3.49625,-0.06000000000000005,1.7400000000000002,-0.5299999999999998,1.0,2.0,2024-10-25
E06121,Alexandra Gillespie,2012-09-09,,active,Insurance,Client-Advisory,1,Client Service Officer,78700.0,1.01,Female,45-49,Anglo-Australian,Full-time,False,True,E14420,graduate,NovaCorp-Origin,WorkdayHR,16.0,162,False,,0,145.4993429697766,Meets Expectations,63.4,False,1.0,0.0,0,0,1,0.0,True,True,0,2.81,1.54,3.12,3.27,2.04,1.79,3.69,2.7,2.62,-0.19999999999999973,-0.06999999999999984,-0.08999999999999986,0.6666666666666666,2.0,2024-10-25
E06122,Dawn Jones,2012-09-09,,active,Retail Banking,Technology,1,Senior Engineer,116500.0,0.94,Female,40-44,East Asian,Part-time,True,False,E01317,referral,NovaCorp-Origin,WorkdayHR,57.0,162,False,,0,145.4993429697766,High Performer,67.9,True,1.0,1.0,0,1,0,0.0,True,True,0,3.17,4.02,3.61,4.02,3.4,4.56,3.99,4.35,3.8899999999999997,0.10000000000000009,-0.40000000000000036,0.77,0.6666666666666666,2.0,2024-10-25
E06123,Stephanie Hinton,2012-09-10,,active,Technology,Management,1,Coordinator,107500.0,0.85,Non-binary,50-54,Anglo-Australian,Full-time,False,False,E02657,direct,NovaCorp-Origin,WorkdayHR,43.0,162,False,,0,145.4664914586071,Outstanding,87.5,True,1.0,1.0,0,1,0,0.0,True,True,0,4.54,1.98,3.26,3.34,3.77,3.47,3.95,3.78,3.51125,0.77,-1.4500000000000002,-0.54,1.0,2.0,2024-10-25
E06124,James Edwards,2012-09-11,,active,Technology,Operations-Processing,1,Senior Analyst,134600.0,1.0,Male,40-44,Anglo-Australian,Full-time,False,False,E02858,direct,NovaCorp-Origin,WorkdayHR,16.0,161,False,,0,145.43363994743757,High Performer,70.2,False,1.0,0.0,0,0,0,0.0,True,True,0,1.61,3.02,3.95,2.05,3.31,2.4,2.82,2.97,2.76625,-0.53,-0.73,1.46,1.0,2.0,2024-10-25
E06125,Jacob Andrade,2012-09-13,,active,Retail Banking,Management,2,"Manager, Retail Banking",121600.0,0.91,Male,35-39,Anglo-Australian,Full-time,False,False,E00403,agency,NovaCorp-Origin,WorkdayHR,41.0,161,False,,0,145.36793692509855,Outstanding,98.5,False,1.0,0.0,0,0,0,0.0,True,True,0,4.8,2.29,3.26,3.27,3.8,4.36,3.37,2.1,3.40625,0.96,0.06999999999999984,0.03999999999999959,1.0,9.0,2024-10-25
E06128,Jamie Rose,2012-09-15,,active,Technology,Corporate-Support,1,Senior Specialist,136100.0,0.97,Male,35-39,East Asian,Full-time,False,True,E09058,direct,NovaCorp-Origin,WorkdayHR,29.0,161,False,,0,145.30223390275953,Meets Expectations,75.4,False,1.0,0.0,0,0,1,0.0,False,,0,,,,,,,,,,0.1200000000000001,-1.1600000000000001,1.08,1.0,3.0,2024-10-25
E06129,Steven Garcia,2012-09-16,,active,Wealth Management,Operations-Processing,2,"Manager, Wealth Management",147000.0,0.96,Male,45-49,Anglo-Australian,Full-time,False,False,E03513,acquisition,NovaCorp-Origin,WorkdayHR,76.0,161,False,,0,145.26938239159,Outstanding,88.9,False,1.0,0.0,0,0,0,0.0,True,True,0,5.0,4.24,3.18,4.91,4.71,4.44,4.06,4.91,4.4312499999999995,0.5099999999999998,1.12,-0.7799999999999998,0.6666666666666666,5.0,2024-10-25
E06130,Kyle Myers,2012-09-17,,active,Corporate Operations,Operations-Processing,1,Analyst,87000.0,0.91,Male,35-39,Pacific Islander,Part-time,False,False,E03323,agency,NovaCorp-Origin,WorkdayHR,64.0,161,False,,0,145.2365308804205,Meets Expectations,68.7,False,1.0,0.0,0,0,0,0.0,True,True,0,3.16,3.91,2.77,4.58,2.12,1.86,2.37,4.78,3.19375,0.020000000000000018,0.81,-0.4500000000000002,1.0,4.0,2024-10-25
E06131,Victoria Lewis,2012-09-19,,active,Technology,Operations-Processing,2,"Manager, Technology",132600.0,0.93,Female,30-34,East Asian,Full-time,False,False,E00857,graduate,NovaCorp-Origin,WorkdayHR,61.0,161,False,,0,145.17082785808145,High Performer,73.7,True,1.0,1.0,0,1,0,0.0,True,True,0,3.26,3.41,3.19,3.1,2.57,1.94,1.26,2.96,2.71125,-0.1200000000000001,0.010000000000000231,-0.6800000000000002,0.6666666666666666,4.0,2024-10-25
E06132,Tammy Harrison,2012-09-21,2025-08-11,departed,Insurance,Corporate-Support,1,Senior Specialist,120900.0,1.05,Female,45-49,Anglo-Australian,Full-time,False,True,E00602,direct,NovaCorp-Origin,WorkdayHR,68.0,156,False,2025-08-11,1,145.10512483574243,High Performer,75.5,True,1.0,1.0,0,1,0,0.0,True,True,0,4.21,2.67,3.81,1.04,1.07,2.64,3.95,2.42,2.7262500000000003,0.3500000000000001,-0.33000000000000007,-0.2899999999999996,0.6666666666666666,4.0,2024-10-25
E06133,Jake Fernandez,2012-09-25,2025-02-22,departed,Retail Banking,Risk-Compliance,1,Compliance Officer,70200.0,1.1,Male,30-34,Latin American,Full-time,False,True,E05414,agency,NovaCorp-Origin,WorkdayHR,28.0,151,False,2025-02-22,1,144.97371879106439,Meets Expectations,59.6,False,1.0,0.0,0,0,1,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,2.0,2024-10-25
E06135,Donald Salazar,2012-09-28,,active,Insurance,Corporate-Support,1,Senior Specialist,136800.0,0.97,Non-binary,30-34,Anglo-Australian,Full-time,False,False,E03120,graduate,NovaCorp-Origin,WorkdayHR,64.0,161,False,,0,144.87516425755584,High Performer,70.2,False,1.0,0.0,0,0,0,0.0,True,True,0,3.13,2.61,3.25,3.71,4.6,2.97,3.68,4.06,3.5012499999999998,-0.25,0.06999999999999984,0.1499999999999999,1.0,3.0,2024-10-25
E06136,Nicole Parrish,2012-09-30,,active,Retail Banking,Client-Advisory,3,"Senior Manager, Retail Banking",229100.0,0.87,Female,50-54,Anglo-Australian,Full-time,True,False,E10776,agency,NovaCorp-Origin,WorkdayHR,64.0,161,False,,0,144.80946123521682,Meets Expectations,73.6,False,1.0,0.0,0,0,0,0.0,True,True,0,3.98,2.01,3.14,4.13,3.39,4.05,3.59,2.9,3.3987499999999997,0.7799999999999998,-0.13999999999999968,-0.08000000000000007,1.0,3.0,2024-10-25
E06138,Jason Davis,2012-09-30,,active,Retail Banking,Management,1,Team Leader,131200.0,0.96,Male,45-49,Anglo-Australian,Full-time,False,False,E09867,agency,NovaCorp-Origin,WorkdayHR,70.0,161,False,,0,144.80946123521682,Meets Expectations,61.9,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,0.0,0.0,0.0,0.3333333333333333,2.0,2024-10-25
E06139,Michelle Chang,2012-10-04,,active,Insurance,Management,1,Team Leader,142900.0,0.89,Female,50-54,Anglo-Australian,Full-time,False,False,E06104,direct,NovaCorp-Origin,WorkdayHR,67.0,161,False,,0,144.67805519053877,Unsatisfactory,32.4,False,1.0,0.0,0,0,0,0.0,True,True,0,2.51,2.17,2.62,2.38,2.22,3.76,4.39,3.51,2.945,-0.020000000000000018,-0.010000000000000231,1.4000000000000001,0.6666666666666666,4.0,2024-10-25
E06140,David Scott,2012-10-04,,active,Retail Banking,Operations-Processing,1,Processing Officer,55000.0,0.96,Male,35-39,Anglo-Australian,Full-time,False,False,E11044,agency,NovaCorp-Origin,WorkdayHR,29.0,161,False,,0,144.67805519053877,Meets Expectations,57.4,False,1.0,0.0,0,0,0,0.0,True,True,0,2.88,3.52,2.47,2.16,4.84,3.45,4.9,3.49,3.46375,-0.73,-0.34999999999999964,-1.3399999999999999,1.0,4.0,2024-10-25
E06142,Amy Harris,2012-10-06,,active,Corporate Operations,Risk-Compliance,1,Compliance Officer,66500.0,1.01,Female,40-44,Anglo-Australian,Full-time,False,False,E00821,agency,NovaCorp-Origin,WorkdayHR,17.0,161,False,,0,144.61235216819972,Meets Expectations,53.8,False,1.0,0.0,0,0,0,0.0,True,True,0,2.34,1.71,3.37,2.82,2.92,3.69,3.47,3.6,2.9899999999999998,-0.25,0.36999999999999966,0.20000000000000018,1.0,3.0,2024-10-25
E06143,Chris Clay,2012-10-07,,active,Technology,Corporate-Support,1,Graduate,59900.0,0.97,Male,35-39,Anglo-Australian,Fixed-term,False,False,E00929,direct,NovaCorp-Origin,WorkdayHR,71.0,161,False,,0,144.57950065703022,High Performer,72.8,True,1.0,1.0,0,1,0,0.0,True,True,0,3.23,3.33,2.48,4.33,2.97,3.98,2.32,2.93,3.19625,-1.06,0.79,-1.08,0.6666666666666666,3.0,2024-10-25
E06144,Christina Olsen,2012-10-10,,active,Retail Banking,Risk-Compliance,1,Risk Analyst,105600.0,1.04,Prefer not to say,35-39,Anglo-Australian,Full-time,False,False,E01177,referral,NovaCorp-Origin,WorkdayHR,39.0,161,False,,0,144.48094612352168,Below Expectations,66.9,False,1.0,0.0,0,0,0,0.0,True,True,0,1.27,1.86,3.07,2.75,3.71,3.51,2.79,2.82,2.7224999999999997,-0.96,0.5699999999999998,-1.2500000000000004,1.0,2.0,2024-10-25
E06147,Shawn Clark,2012-10-14,,active,Insurance,Corporate-Support,3,"Senior Manager, Insurance",210800.0,0.84,Male,35-39,Southeast Asian,Casual,False,True,E12947,agency,NovaCorp-Origin,WorkdayHR,43.0,160,False,,0,144.34954007884363,High Performer,73.5,False,1.0,0.0,0,0,1,0.0,True,True,0,1.66,3.38,4.53,3.95,4.04,3.67,3.73,4.05,3.6262499999999998,-1.5200000000000002,1.29,0.56,1.0,4.0,2024-10-25
E06148,Mark Mills,2012-10-15,,active,Risk & Compliance,Technology,1,Senior Engineer,141200.0,1.02,Male,40-44,Anglo-Australian,Full-time,False,True,E02651,direct,NovaCorp-Origin,WorkdayHR,47.0,160,False,,0,144.3166885676741,Meets Expectations,63.8,False,1.0,0.0,0,0,1,0.0,True,True,0,3.29,2.15,2.08,2.68,2.45,3.48,2.0,3.87,2.75,-0.9400000000000004,-0.18999999999999995,0.040000000000000036,0.6666666666666666,1.0,2024-10-25
E06149,Jessica Calhoun,2012-10-15,,active,Retail Banking,Operations-Processing,1,Senior Analyst,123500.0,1.07,Female,45-49,East Asian,Full-time,False,False,E03299,graduate,NovaCorp-Origin,WorkdayHR,41.0,160,False,,0,144.3166885676741,Meets Expectations,55.0,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,0.0,0.0,0.0,0.3333333333333333,2.0,2024-10-25
E06151,Tammy Johnston,2012-10-18,,active,Risk & Compliance,Management,1,Coordinator,102200.0,1.04,Female,30-34,Prefer not to say,Full-time,False,False,E07862,graduate,NovaCorp-Origin,WorkdayHR,33.0,160,False,,0,144.21813403416556,High Performer,75.8,False,1.0,0.0,0,0,0,0.0,True,True,0,2.69,4.03,2.86,3.31,3.28,3.6,3.36,5.0,3.51625,-0.08999999999999986,-1.69,-0.14000000000000012,1.0,1.0,2024-10-25
E06152,Jennifer Martinez,2012-10-19,,active,Technology,Corporate-Support,1,Graduate,71300.0,0.88,Prefer not to say,40-44,Anglo-Australian,Casual,False,False,E00431,referral,NovaCorp-Origin,WorkdayHR,71.0,160,False,,0,144.18528252299606,Meets Expectations,64.3,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,1.0,2024-10-25
E06153,Kayla Lopez,2012-10-21,,active,Risk & Compliance,Operations-Processing,4,"Director, Risk & Compliance",336000.0,0.84,Female,45-49,Anglo-Australian,Full-time,False,False,E07358,graduate,NovaCorp-Origin,WorkdayHR,17.0,160,False,,0,144.119579500657,Below Expectations,48.6,False,1.0,0.0,0,0,0,0.0,True,True,0,4.36,2.8,1.34,2.79,3.32,4.18,4.62,4.4,3.47625,0.4900000000000002,-0.1200000000000001,-1.59,1.0,4.0,2024-10-25
E06156,Maria Hendricks,2012-10-24,,active,Technology,Operations-Processing,1,Analyst,106800.0,0.92,Female,45-49,Anglo-Australian,Full-time,False,False,E12725,acquisition,NovaCorp-Origin,WorkdayHR,83.0,160,False,,0,144.0210249671485,Below Expectations,48.0,False,1.0,0.0,0,0,0,0.0,True,True,0,4.37,2.44,4.44,3.7,4.12,3.58,3.64,3.68,3.74625,0.41999999999999993,0.3600000000000003,0.4200000000000008,1.0,6.0,2024-10-25
E06157,Randall Young,2012-10-25,,active,Technology,Technology,1,Junior Developer,57200.0,1.02,Male,45-49,Southeast Asian,Full-time,False,False,E01091,direct,NovaCorp-Origin,WorkdayHR,72.0,160,False,,0,143.98817345597897,Meets Expectations,68.3,False,1.0,0.0,0,0,0,0.0,True,True,0,2.19,2.88,2.8,3.4,3.75,4.54,4.58,2.65,3.34875,-2.1599999999999997,0.6499999999999999,-1.6500000000000004,1.0,2.0,2024-10-25
E06158,Jessica Riley,2012-10-25,,active,Insurance,Management,1,Administration Officer,82800.0,0.99,Female,40-44,East Asian,Full-time,False,False,E00500,referral,NovaCorp-Origin,WorkdayHR,86.0,160,False,,0,143.98817345597897,Meets Expectations,40.6,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,-1.0000000000000004,0.0900000000000003,0.0900000000000003,0.6666666666666666,3.0,2024-10-25
E06159,Anthony Hodges,2012-10-31,,active,Corporate Operations,Management,1,Coordinator,87500.0,0.93,Non-binary,45-49,Anglo-Australian,Full-time,False,False,E01295,direct,NovaCorp-Origin,WorkdayHR,38.0,160,False,,0,143.7910643889619,Meets Expectations,65.0,False,1.0,0.0,0,0,0,0.0,True,True,0,2.83,2.67,2.88,2.11,2.35,3.39,2.86,3.01,2.7625,-0.3799999999999999,0.22999999999999998,0.10999999999999988,1.0,2.0,2024-10-25
E06160,David Castro,2012-10-31,,active,Technology,Client-Advisory,1,Senior Adviser,132100.0,1.03,Male,35-39,Anglo-Australian,Full-time,False,True,E00878,agency,NovaCorp-Origin,WorkdayHR,72.0,160,False,,0,143.7910643889619,Below Expectations,66.3,False,1.0,0.0,0,0,1,0.0,False,,0,,,,,,,,,,1.02,-0.7599999999999998,-0.6499999999999999,1.0,2.0,2024-10-25
E06161,Dorothy Osborn,2012-11-02,,active,Wealth Management,Risk-Compliance,1,Senior Risk Analyst,138500.0,0.97,Female,45-49,Anglo-Australian,Full-time,False,True,E01051,agency,NovaCorp-Origin,WorkdayHR,74.0,160,False,,0,143.72536136662285,Meets Expectations,61.6,False,1.0,0.0,0,0,1,0.0,True,True,0,1.0,2.65,2.62,3.14,2.53,3.65,2.75,2.1,2.5549999999999997,-0.73,0.4500000000000002,-0.009999999999999787,1.0,1.0,2024-10-25
E06162,Carlos Alvarez,2012-11-03,,active,Technology,Corporate-Support,1,Graduate,61500.0,1.04,Male,45-49,Southeast Asian,Full-time,False,False,E00034,direct,NovaCorp-Origin,WorkdayHR,36.0,160,False,,0,143.69250985545335,Outstanding,98.8,False,1.0,0.0,0,0,0,0.0,True,True,0,3.62,3.3,4.63,3.47,3.66,4.44,4.18,3.35,3.83125,0.10000000000000009,0.48,-0.3700000000000001,0.6666666666666666,4.0,2024-10-25
E06163,Peter Watson,2012-11-04,,active,Insurance,Corporate-Support,1,Specialist,112200.0,1.07,Male,45-49,Anglo-Australian,Full-time,False,False,E14012,agency,NovaCorp-Origin,WorkdayHR,23.0,160,False,,0,143.65965834428383,Meets Expectations,68.1,False,1.0,0.0,0,0,0,0.0,True,True,0,3.41,3.19,4.05,4.42,1.83,1.53,4.34,4.37,3.3925,0.9300000000000002,1.92,0.69,1.0,1.0,2024-10-25
E06164,Shelley Farrell MD,2012-11-05,,active,Technology,Operations-Processing,1,Analyst,110500.0,0.97,Female,35-39,Middle Eastern,Full-time,False,False,E14485,agency,NovaCorp-Origin,WorkdayHR,54.0,160,False,,0,143.62680683311433,Meets Expectations,67.7,False,1.0,0.0,0,0,0,0.0,True,True,0,3.0,3.07,4.5,5.0,4.68,5.0,4.5,4.53,4.285,-0.25,0.0,0.20999999999999996,0.6666666666666666,1.0,2024-10-25
E06165,Rebecca Lee,2012-11-07,,active,Retail Banking,Corporate-Support,1,Specialist,107100.0,1.12,Female,45-49,Southeast Asian,Casual,False,False,E01994,agency,NovaCorp-Origin,WorkdayHR,30.0,160,False,,0,143.56110381077528,High Performer,77.4,False,1.0,0.0,0,0,0,0.0,True,True,0,3.83,4.0,4.23,3.49,3.93,2.7,3.06,1.96,3.4000000000000004,0.28000000000000025,0.30000000000000027,1.0100000000000002,1.0,2.0,2024-10-25
E06167,Sheila Mata,2012-11-08,,active,Insurance,Client-Advisory,2,"Manager, Insurance",147100.0,1.02,Female,45-49,East Asian,Full-time,False,False,E07331,agency,NovaCorp-Origin,WorkdayHR,78.0,160,False,,0,143.52825229960578,Below Expectations,36.6,False,1.0,0.0,0,0,0,0.0,True,True,0,3.88,2.59,4.23,4.63,5.0,4.31,4.53,3.29,4.057499999999999,-1.12,-0.33000000000000007,0.4500000000000006,0.6666666666666666,5.0,2024-10-25
E06168,John Jones,2012-11-09,,active,Technology,Corporate-Support,1,Specialist,88800.0,1.06,Male,50-54,Southeast Asian,Full-time,False,False,E10810,direct,NovaCorp-Origin,WorkdayHR,50.0,160,False,,0,143.49540078843626,Meets Expectations,67.8,False,1.0,0.0,0,0,0,0.0,True,True,0,4.81,4.85,4.65,4.1,5.0,3.3,4.53,4.99,4.5287500000000005,0.34999999999999964,-0.1200000000000001,0.8300000000000005,1.0,4.0,2024-10-25
E06169,Jason Lynn,2012-11-11,2024-11-15,departed,Insurance,Corporate-Support,2,"Manager, Insurance",117800.0,0.87,Male,40-44,Anglo-Australian,Full-time,False,False,E11798,agency,NovaCorp-Origin,WorkdayHR,59.0,146,False,2024-11-15,1,143.42969776609723,Meets Expectations,63.8,False,1.0,0.0,0,0,0,0.0,True,True,0,3.05,4.95,3.91,3.99,2.41,3.9,2.73,3.79,3.59125,0.46999999999999975,-0.27999999999999936,0.6100000000000003,1.0,11.0,2024-10-25
E06170,Alexander Edwards,2012-11-11,,active,Technology,Operations-Processing,1,Senior Analyst,123100.0,0.98,Male,30-34,Middle Eastern,Full-time,False,False,E01701,direct,NovaCorp-Origin,WorkdayHR,42.0,159,False,,0,143.42969776609723,Meets Expectations,51.0,False,1.0,0.0,0,0,0,0.0,True,True,0,4.36,2.13,5.0,4.3,5.0,4.87,2.86,3.87,4.04875,0.3200000000000003,0.22999999999999954,0.08999999999999986,1.0,2.0,2024-10-25
E06171,Kimberly Ballard,2012-11-13,,active,Retail Banking,Technology,1,Junior Developer,72400.0,0.89,Female,40-44,Anglo-Australian,Full-time,False,False,E11291,agency,NovaCorp-Origin,WorkdayHR,14.0,159,False,,0,143.3639947437582,High Performer,84.2,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,-0.39000000000000057,1.1100000000000003,-0.48,1.0,3.0,2024-10-25
E06172,Mark Clark,2012-11-13,,active,Risk & Compliance,Corporate-Support,1,Specialist,105900.0,0.94,Male,50-54,Anglo-Australian,Full-time,False,True,E00700,agency,NovaCorp-Origin,WorkdayHR,53.0,159,False,,0,143.3639947437582,High Performer,85.7,False,1.0,0.0,0,0,1,0.0,True,True,0,3.01,3.62,3.19,3.81,4.04,4.37,2.52,4.37,3.61625,0.7399999999999998,0.1200000000000001,-1.1999999999999997,1.0,3.0,2024-10-25
E06173,Mrs. Teresa Foster,2012-11-15,,active,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",176600.0,0.89,Female,50-54,South Asian,Full-time,False,False,E11918,acquisition,NovaCorp-Origin,WorkdayHR,28.0,159,False,,0,143.2982917214192,Below Expectations,46.9,False,1.0,0.0,0,0,0,0.0,True,True,0,2.14,2.45,2.12,2.69,1.87,1.78,2.16,2.78,2.2487500000000002,-0.4299999999999997,-0.16000000000000014,0.19000000000000017,1.0,8.0,2024-10-25
E06174,Sarah Pacheco,2012-11-21,,active,Retail Banking,Corporate-Support,1,Specialist,95500.0,0.99,Female,30-34,Anglo-Australian,Full-time,False,True,E01444,referral,NovaCorp-Origin,WorkdayHR,31.0,159,False,,0,143.1011826544021,Below Expectations,34.0,False,1.0,0.0,0,0,1,0.0,True,True,0,5.0,4.31,3.43,3.54,4.16,4.16,3.5,4.61,4.08875,0.0,-0.10999999999999988,-1.2200000000000002,0.6666666666666666,1.0,2024-10-25
E06175,Marcus Rogers,2012-11-26,,active,Technology,Client-Advisory,1,Senior Adviser,116200.0,0.98,Male,35-39,Anglo-Australian,Part-time,False,False,E03222,direct,NovaCorp-Origin,WorkdayHR,21.0,159,False,,0,142.93692509855452,Below Expectations,39.9,False,1.0,0.0,0,0,0,0.0,True,True,0,3.76,4.47,3.42,3.47,4.98,4.6,3.97,4.39,4.1325,-0.6000000000000005,0.07000000000000028,-0.9900000000000002,0.6666666666666666,11.0,2024-10-25
E06176,Joseph Knight,2012-11-27,,active,Wealth Management,Client-Advisory,2,"Manager, Wealth Management",116300.0,0.93,Male,30-34,South Asian,Full-time,False,False,E12162,referral,NovaCorp-Origin,WorkdayHR,35.0,159,False,,0,142.904073587385,Below Expectations,51.2,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.6200000000000001,-0.20999999999999996,-1.1700000000000004,1.0,6.0,2024-10-25
E06178,Sandra Parker,2012-11-28,,active,Wealth Management,Corporate-Support,1,Specialist,93300.0,0.92,Female,30-34,Prefer not to say,Full-time,False,False,E01974,direct,NovaCorp-Origin,WorkdayHR,54.0,159,False,,0,142.8712220762155,Meets Expectations,45.1,False,1.0,0.0,0,0,0,0.0,True,True,0,4.8,4.48,4.84,5.0,5.0,2.65,3.9,3.88,4.31875,0.33000000000000007,0.0,0.5999999999999996,0.6666666666666666,4.0,2024-10-25
E06180,Mackenzie Maddox,2012-12-02,,active,Retail Banking,Client-Advisory,1,Client Service Officer,65300.0,0.91,Female,30-34,Anglo-Australian,Part-time,True,False,E10021,agency,NovaCorp-Origin,WorkdayHR,89.0,159,False,,0,142.73981603153746,High Performer,59.2,True,1.0,1.0,0,1,0,0.0,True,True,0,3.96,5.0,2.96,3.27,2.94,4.46,2.08,4.17,3.6050000000000004,-0.010000000000000231,-0.43000000000000016,0.7399999999999998,0.6666666666666666,3.0,2024-10-25
E06181,Benjamin Perry,2012-12-03,,active,Risk & Compliance,Operations-Processing,1,Senior Analyst,139600.0,1.07,Prefer not to say,40-44,Anglo-Australian,Full-time,False,False,E07314,direct,NovaCorp-Origin,WorkdayHR,40.0,159,False,,0,142.70696452036793,Below Expectations,36.6,False,1.0,0.0,0,0,0,0.0,True,True,0,2.47,4.11,1.88,3.82,5.0,1.92,1.78,3.76,3.0925000000000002,-0.71,1.02,-2.1500000000000004,1.0,8.0,2024-10-25
