employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,exit_date_log,exit_type,stated_exit_reason,notice_period_served,regrettable_flag,performance_band_at_exit,salary_at_exit,manager_id_at_exit,pathway,exit_dt,is_leaver,voluntary,regrettable,cutoff,last_manager_effectiveness,last_psychological_safety,last_recognition,last_career_development,last_senior_leadership_trust,last_purpose_meaning,last_wellbeing,last_confidence_in_role_future,mean_manager_effectiveness,mean_psychological_safety,mean_recognition,mean_career_development,mean_senior_leadership_trust,mean_purpose_meaning,mean_wellbeing,mean_confidence_in_role_future,slope_manager_effectiveness,slope_psychological_safety,slope_recognition,slope_career_development,slope_senior_leadership_trust,slope_purpose_meaning,slope_wellbeing,slope_confidence_in_role_future,waves_offered,waves_answered,nonresponse_rate,ever_nonresponder,answered_final_wave,went_silent,last_engagement_index,mean_engagement_index,slope_engagement_index,n_reviews,last_rating_num,mean_rating_num,first_rating_num,last_goal,mean_goal,first_goal,n_promo_rec,ever_promo_rec,last_promo_rec,n_reviewers,rating_delta,goal_delta,top_performer,mgr_span,mgr_team_vol_rate,mgr_team_hipo_share,mgr_rated_effectiveness,mgr_departed,peer_median_salary,salary_vs_peer,peer_median_compa,compa_vs_peer,underpaid,tenure_years,hipo,acquired,acting,agency_hire,slow_fill,tenure_band
E07228,Laurie Bailey,2017-02-19,,active,Wealth Management,Technology,1,Engineer,102300.0,0.92,Female,35-39,Anglo-Australian,Full-time,False,True,E10269,direct,NovaCorp-Origin,WorkdayHR,53.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,1.0,2.0,2.72,1.61,3.4,2.68,3.4,2.61,1.53,3.0,2.218,2.2,3.338,2.478,3.514,3.098,-0.0199999999999999,-0.3879999999999999,0.135,-0.2639999999999999,0.209,-0.0329999999999999,0.2729999999999998,-0.2880000000000001,5.0,5.0,0.0,0.0,True,0.0,2.4275,2.672,-0.0469999999999999,3.0,3.0,3.0,3.0,42.1,57.16666666666666,69.5,0.0,False,False,1.0,0.0,-27.4,0.0,1.0,0.0,0.0,1.53,0,100400.0,1.0189243027888446,0.96,-0.0399999999999999,0,8.916666666666666,0,0,0,0,1,5-10y
E07229,Denise Gonzalez,2017-02-20,,active,Insurance,Operations-Processing,1,Processing Officer,79700.0,1.0,Female,40-44,Anglo-Australian,Full-time,False,False,E11630,agency,NovaCorp-Origin,WorkdayHR,81.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,2.48,1.62,2.82,3.65,2.94,2.26,3.22,4.31,2.568,2.35,2.536,4.086,3.116,1.446,3.012,3.774,-0.1539999999999998,-0.308,0.18,-0.079,-0.1100000000000001,0.2739999999999999,0.096,0.1879999999999999,5.0,5.0,0.0,0.0,True,0.0,2.9125,2.861,0.0108749999999999,3.0,2.0,3.333333333333333,5.0,34.8,65.8,86.5,1.0,True,False,1.0,-3.0,-51.7,0.0,3.0,0.0,0.0,3.311333333333333,0,102500.0,0.7775609756097561,0.96,0.04,0,8.916666666666666,0,0,0,1,1,5-10y
E07230,Hayden Montes,2017-02-21,2025-07-13,departed,Risk & Compliance,Risk-Compliance,1,Risk Analyst,101600.0,0.99,Male,35-39,Southeast Asian,Casual,False,False,E00697,agency,NovaCorp-Origin,WorkdayHR,82.0,102,False,2025-07-13,voluntary,Better opportunity,True,True,Meets Expectations,101600.0,E00697,push,2025-07-13,True,1,1,2025-07-13,2.62,3.05,3.15,3.92,3.63,3.15,2.68,3.19,2.983333333333333,3.37,3.31,4.083333333333333,3.1300000000000003,4.013333333333333,2.8433333333333337,3.2433333333333336,-0.3599999999999999,0.0499999999999998,-0.0350000000000001,-0.1099999999999998,0.2749999999999999,-0.675,-0.1599999999999999,0.04,4.0,3.0,0.25,1.0,False,1.0,3.17375,3.372083333333333,-0.121875,3.0,2.0,3.333333333333333,3.0,61.2,64.83333333333333,55.7,1.0,True,False,1.0,-1.0,5.5,0.0,3.0,0.3333333333333333,0.3333333333333333,3.2977777777777777,0,100000.0,1.016,0.96,0.03,0,8.5,0,0,0,1,1,5-10y
E07231,Desiree Powell,2017-02-23,,active,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",123800.0,1.11,Female,40-44,Anglo-Australian,Full-time,False,False,E01440,direct,NovaCorp-Origin,WorkdayHR,69.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,2.45,2.57,3.36,4.09,3.86,2.57,3.49,3.21,2.7060000000000004,3.568,2.924,3.0460000000000003,3.664,2.778,3.342,2.786,0.006,-0.2000000000000001,0.127,0.504,0.0629999999999999,0.1179999999999999,0.1779999999999999,0.2019999999999999,5.0,5.0,0.0,0.0,True,0.0,3.2,3.10175,0.1247499999999999,3.0,3.0,2.333333333333333,3.0,61.0,52.6,59.1,0.0,False,False,1.0,0.0,1.8999999999999984,0.0,4.0,0.0,0.0,2.9165,0,131800.0,0.9393019726858876,0.91,0.2,0,8.916666666666666,0,0,0,0,1,5-10y
E07232,Timothy Duke,2017-02-23,,active,Risk & Compliance,Management,1,Team Leader,124600.0,1.03,Prefer not to say,30-34,South Asian,Casual,False,True,E00388,graduate,NovaCorp-Origin,WorkdayHR,22.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,2.99,1.76,2.93,3.6,3.71,2.51,3.45,3.36,2.746,3.09,3.28,3.084,4.396,2.314,2.98,3.232,0.088,-0.3419999999999999,-0.2389999999999999,0.1989999999999999,-0.299,0.0849999999999999,0.0910000000000001,0.1479999999999999,5.0,5.0,0.0,0.0,True,0.0,3.03875,3.14025,-0.0336249999999999,3.0,4.0,3.333333333333333,3.0,65.0,71.5,73.3,1.0,True,True,1.0,1.0,-8.299999999999997,1.0,3.0,0.0,0.0,2.817833333333333,0,100000.0,1.246,0.96,0.07,0,8.916666666666666,0,0,0,0,0,5-10y
E07233,Jamie Parker DDS,2017-02-25,,active,Retail Banking,Operations-Processing,3,"Senior Manager, Retail Banking",221900.0,0.96,Female,40-44,Anglo-Australian,Casual,False,False,E00315,direct,NovaCorp-Origin,WorkdayHR,57.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,4.77,4.69,2.84,3.16,4.75,2.21,1.94,2.92,4.346,4.048,3.084,2.482,3.652,2.67,2.922,3.432,0.2249999999999998,0.3929999999999999,0.0929999999999999,0.2990000000000001,0.51,-0.008,-0.262,-0.0200000000000001,5.0,5.0,0.0,0.0,True,0.0,3.41,3.3295000000000003,0.1537499999999999,3.0,4.0,3.6666666666666665,3.0,77.1,65.76666666666667,45.8,1.0,True,True,1.0,1.0,31.3,1.0,8.0,0.0,0.0,3.747444444444444,0,193900.0,1.144404332129964,0.94,0.02,0,8.916666666666666,0,0,0,0,1,5-10y
E07234,Charles Christensen,2017-02-26,,active,Technology,Management,1,Coordinator,96300.0,0.81,Male,45-49,Anglo-Australian,Full-time,True,False,E05089,direct,NovaCorp-Origin,WorkdayHR,41.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,4.22,4.97,3.14,4.19,4.08,5.0,4.42,2.79,3.4925,3.9175,3.735,3.9175,4.3825,4.33,4.57,3.99,0.1439999999999999,0.422,-0.263,0.0080000000000001,-0.1649999999999998,0.2789999999999999,-0.0620000000000001,-0.3630000000000001,5.0,4.0,0.1999999999999999,1.0,True,0.0,4.10125,4.041875,-6.938893903907228e-18,3.0,3.0,4.0,4.0,58.2,74.16666666666667,77.1,1.0,True,False,1.0,-1.0,-18.89999999999999,0.0,4.0,0.0,0.25,3.581,0,99600.0,0.966867469879518,0.96,-0.1499999999999999,1,8.916666666666666,1,0,0,0,0,5-10y
E07235,Danielle Bennett,2017-02-26,,active,Insurance,Risk-Compliance,2,"Manager, Insurance",145500.0,1.01,Female,40-44,Anglo-Australian,Part-time,False,False,E08934,direct,NovaCorp-Origin,WorkdayHR,31.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,1.67,2.1,2.49,2.25,3.52,3.31,2.47,2.84,2.0225,1.8775,2.29,2.2,3.3875,2.58,2.9625,2.2925,0.2728571428571428,-0.0877142857142856,0.0891428571428571,-0.0982857142857143,0.1237142857142857,0.1657142857142857,-0.1682857142857142,0.194,5.0,4.0,0.1999999999999999,1.0,True,0.0,2.58125,2.4515625,0.0613928571428571,3.0,3.0,3.333333333333333,3.0,62.8,64.03333333333333,51.6,0.0,False,False,1.0,0.0,11.199999999999996,0.0,4.0,0.0,0.25,2.556,0,130650.0,1.113662456946039,0.91,0.0999999999999999,0,8.916666666666666,0,0,0,0,0,5-10y
E07236,Kim Shaw,2017-03-01,,active,Technology,Risk-Compliance,1,Compliance Officer,71500.0,0.87,Female,30-34,South Asian,Part-time,False,False,E02908,direct,NovaCorp-Origin,WorkdayHR,78.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,3.34,4.38,4.99,4.41,3.21,2.82,5.0,4.64,3.4450000000000003,4.19,4.6925,4.565,3.44,2.7125,4.69,4.745,-0.3419999999999999,0.0259999999999999,0.2590000000000002,-0.1539999999999999,-0.064,-0.289,0.2279999999999997,-0.1240000000000003,5.0,4.0,0.1999999999999999,1.0,True,0.0,4.09875,4.06,-0.0575,3.0,1.0,2.333333333333333,4.0,40.4,51.9,65.3,1.0,True,False,1.0,-3.0,-24.9,0.0,4.0,0.0,0.0,3.956875,0,99600.0,0.7178714859437751,0.96,-0.0899999999999999,1,8.916666666666666,0,0,0,0,1,5-10y
E07237,Tanya Trevino,2017-03-02,2024-07-12,departed,Corporate Operations,Management,1,Administration Officer,75500.0,1.05,Female,25-29,Anglo-Australian,Full-time,False,False,E11503,direct,NovaCorp-Origin,WorkdayHR,32.0,89,False,2024-07-12,voluntary,Career advancement,True,False,High Performer,75500.0,E11503,pull,2024-07-12,True,1,0,2024-07-12,2.1,1.96,1.72,2.27,1.75,3.4,3.92,3.07,2.1,1.96,1.72,2.27,1.75,3.4,3.92,3.07,,,,,,,,,2.0,1.0,0.5,1.0,True,0.0,2.52375,2.52375,,1.0,3.0,3.0,3.0,75.5,75.5,75.5,0.0,False,False,1.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,2.14875,0,102400.0,0.7373046875,0.96,0.09,0,7.416666666666667,0,0,0,0,0,5-10y
E07238,Melissa West,2017-03-04,,active,Insurance,Client-Advisory,1,Senior Adviser,139100.0,0.75,Female,30-34,European (non-Anglo),Full-time,True,False,E08554,referral,NovaCorp-Origin,WorkdayHR,23.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,5.0,3.25,1.79,2.9,3.81,2.98,3.26,3.83,4.475,3.4325,1.9025,3.3525,4.4775,3.0625,3.7775,4.1875,0.2790000000000001,0.0039999999999999,0.0759999999999999,-0.1809999999999999,-0.328,-0.3489999999999999,-0.184,-0.2159999999999998,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.3525,3.5834375,-0.1123749999999999,3.0,5.0,4.666666666666667,4.0,84.9,80.7,84.6,0.0,False,False,1.0,1.0,0.3000000000000113,1.0,2.0,0.0,0.5,4.2375,0,102500.0,1.3570731707317074,0.96,-0.2099999999999999,1,8.916666666666666,1,0,0,0,0,5-10y
E07239,Cory Hogan,2017-03-05,,active,Risk & Compliance,Operations-Processing,1,Processing Officer,57000.0,1.03,Prefer not to say,45-49,Anglo-Australian,Part-time,False,False,E00247,direct,NovaCorp-Origin,WorkdayHR,40.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,2.41,4.03,4.28,4.53,4.58,4.68,2.54,3.29,3.132,3.68,4.432,4.852,3.73,4.862,2.794,3.93,-0.1089999999999999,0.213,-0.0549999999999998,-0.0669999999999999,0.3639999999999999,-0.0179999999999999,-0.0860000000000001,-0.3029999999999999,5.0,5.0,0.0,0.0,True,0.0,3.7925,3.9265,-0.007625,3.0,3.0,3.333333333333333,3.0,53.7,59.03333333333334,57.5,0.0,False,False,1.0,0.0,-3.799999999999997,0.0,2.0,0.0,0.0,2.8035,0,100000.0,0.57,0.96,0.07,0,8.916666666666666,0,0,0,0,0,5-10y
E07240,Thomas Castillo,2017-03-08,,active,Wealth Management,Risk-Compliance,1,Senior Risk Analyst,127100.0,0.94,Male,40-44,Anglo-Australian,Part-time,False,False,E14174,direct,NovaCorp-Origin,WorkdayHR,65.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,4.78,5.0,4.4,3.0,3.29,4.62,4.34,2.75,4.808,4.286,4.128,3.968,4.006,4.548,4.38,2.416,0.074,0.297,0.174,-0.3020000000000001,-0.2179999999999999,0.2,0.1449999999999999,-0.103,5.0,5.0,0.0,0.0,True,0.0,4.0225,4.0675,0.0333749999999999,3.0,3.0,3.0,3.0,65.5,65.39999999999999,58.5,0.0,False,False,1.0,0.0,7.0,0.0,5.0,0.2,0.0,4.210125,0,100400.0,1.2659362549800797,0.96,-0.02,0,8.916666666666666,0,0,0,0,1,5-10y
E07241,Joshua Brown,2017-03-09,,active,Retail Banking,Technology,1,Senior Engineer,135700.0,0.92,Male,40-44,Anglo-Australian,Full-time,False,True,E06301,acquisition,NovaCorp-Origin,WorkdayHR,79.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,4.62,4.55,4.87,4.79,3.3,2.8,5.0,4.35,4.739999999999999,4.136666666666667,4.603333333333333,4.153333333333333,3.8766666666666665,2.486666666666667,4.386666666666667,4.783333333333333,0.0100000000000002,0.3999999999999999,0.2400000000000002,0.655,-0.24,0.2249999999999998,0.565,-0.3250000000000002,5.0,3.0,0.4,1.0,False,1.0,4.285,4.145833333333333,0.19125,3.0,1.0,1.6666666666666667,3.0,32.5,48.333333333333336,63.3,0.0,False,False,1.0,-2.0,-30.8,0.0,3.0,0.0,0.0,3.348333333333333,0,101300.0,1.3395853899308985,0.96,-0.0399999999999999,0,8.916666666666666,0,0,0,0,1,5-10y
E07243,Christina Sanders,2017-03-13,,active,Risk & Compliance,Management,3,"Senior Manager, Risk & Compliance",219900.0,0.97,Female,45-49,South Asian,Full-time,False,True,E10303,direct,NovaCorp-Origin,WorkdayHR,32.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,3.01,2.61,2.67,3.56,3.55,3.61,2.2,3.65,2.3966666666666665,2.95,1.7233333333333334,3.4166666666666665,3.4233333333333333,3.5966666666666662,1.8966666666666667,3.0033333333333334,0.6949999999999998,-0.3,0.6649999999999999,0.0749999999999999,-0.1600000000000001,-0.0350000000000001,0.2650000000000001,0.5249999999999999,5.0,3.0,0.4,1.0,False,1.0,3.1074999999999995,2.8008333333333337,0.2162499999999999,3.0,3.0,3.6666666666666665,3.0,81.8,85.3,84.1,0.0,False,False,1.0,0.0,-2.299999999999997,0.0,9.0,0.1111111111111111,0.1111111111111111,2.9892708333333338,0,190700.0,1.1531200839014155,0.94,0.03,0,8.916666666666666,0,0,0,0,0,5-10y
E07244,Dominique Browning,2017-03-13,,active,Retail Banking,Risk-Compliance,1,Compliance Officer,81300.0,1.05,Female,40-44,Anglo-Australian,Full-time,False,False,E02586,direct,NovaCorp-Origin,WorkdayHR,50.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,2.15,4.98,4.11,3.01,3.0,3.71,3.21,3.32,2.6,4.7225,4.1025,3.8775,2.475,4.405,3.8,3.035,-0.3257142857142858,0.1825714285714285,0.0694285714285716,-0.3345714285714286,0.3034285714285714,0.0017142857142855,-0.1371428571428571,-0.02,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.43625,3.6271875,-0.0325357142857143,3.0,4.0,3.0,2.0,83.4,56.1,34.0,1.0,True,True,1.0,2.0,49.400000000000006,1.0,2.0,0.0,0.0,3.42,0,101300.0,0.8025666337611056,0.96,0.09,0,8.916666666666666,0,0,0,0,0,5-10y
E07245,Donna Campbell,2017-03-14,,active,Corporate Operations,Operations-Processing,1,Processing Officer,64400.0,1.03,Female,40-44,Anglo-Australian,Full-time,False,False,E06917,referral,NovaCorp-Origin,WorkdayHR,38.0,107,False,,,,,,,,,,,False,0,0,2025-12-31,3.5,1.67,2.37,2.91,4.12,3.72,2.5,2.51,2.434,2.2060000000000004,3.156,3.3240000000000003,4.108,4.074,1.932,2.866,0.2869999999999999,-0.507,-0.3099999999999999,-0.215,-0.0679999999999998,-0.071,0.1779999999999999,-0.2640000000000001,5.0,5.0,0.0,0.0,True,0.0,2.9125,3.0125,-0.12125,3.0,3.0,3.333333333333333,3.0,55.1,68.46666666666667,72.3,0.0,False,False,1.0,0.0,-17.199999999999996,0.0,14.0,0.0714285714285714,0.0714285714285714,3.0391153846153847,0,102400.0,0.62890625,0.96,0.07,0,8.916666666666666,0,0,0,0,0,5-10y
E07246,Joseph Green,2017-03-22,,active,Risk & Compliance,Client-Advisory,1,Adviser,88800.0,0.91,Male,45-49,Southeast Asian,Full-time,False,False,E01037,direct,NovaCorp-Origin,WorkdayHR,16.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,2.72,4.55,2.48,2.49,3.04,5.0,4.04,2.61,3.174,4.026,2.92,3.17,2.874,4.282,3.94,2.83,-0.1439999999999998,0.238,-0.073,-0.4529999999999999,-0.044,0.2059999999999998,0.0199999999999999,-0.2920000000000001,5.0,5.0,0.0,0.0,True,0.0,3.36625,3.402,-0.06775,3.0,4.0,3.6666666666666665,3.0,75.9,76.10000000000001,66.9,0.0,False,False,1.0,1.0,9.0,1.0,6.0,0.1666666666666666,0.0,3.455833333333333,0,100000.0,0.888,0.96,-0.0499999999999999,0,8.833333333333334,0,0,0,0,0,5-10y
E07247,Bridget Sparks,2017-03-23,,active,Risk & Compliance,Operations-Processing,1,Processing Officer,61100.0,0.89,Prefer not to say,40-44,Anglo-Australian,Full-time,False,False,E00567,direct,NovaCorp-Origin,WorkdayHR,27.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,1.82,1.76,1.0,2.59,1.02,2.68,3.43,4.02,2.6166666666666667,1.5466666666666666,1.143333333333333,2.23,1.7833333333333332,2.333333333333333,3.25,3.4866666666666664,-0.6549999999999999,0.14,0.0,0.2349999999999998,-0.625,0.2199999999999999,0.205,0.4199999999999997,5.0,3.0,0.4,1.0,True,0.0,2.29,2.29875,-0.0075,3.0,2.0,2.0,3.0,38.8,43.9,52.0,0.0,False,False,1.0,-1.0,-13.200000000000005,0.0,6.0,0.0,0.3333333333333333,3.233416666666667,0,100000.0,0.611,0.96,-0.0699999999999999,1,8.833333333333334,0,0,0,0,0,5-10y
E07248,Katherine Mullen,2017-03-24,,active,Corporate Operations,Technology,1,Junior Developer,83500.0,0.93,Prefer not to say,35-39,Southeast Asian,Full-time,False,False,E01073,direct,NovaCorp-Origin,WorkdayHR,69.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,4.19,3.81,4.21,4.21,4.38,4.79,4.04,5.0,4.5625,4.11,4.37,4.1325,4.2575,4.6775,3.6975,4.98,-0.1209999999999999,-0.0840000000000003,0.1199999999999999,-0.0030000000000001,0.325,0.0730000000000004,-0.1669999999999998,0.0079999999999998,5.0,4.0,0.1999999999999999,1.0,True,0.0,4.328749999999999,4.348437499999999,0.018875,3.0,4.0,3.333333333333333,2.0,74.4,65.63333333333334,58.6,1.0,True,True,1.0,2.0,15.800000000000004,1.0,5.0,0.2,0.0,2.951,0,102400.0,0.8154296875,0.96,-0.0299999999999999,0,8.833333333333334,0,0,0,0,1,5-10y
E07249,Matthew Dalton,2017-03-24,,active,Retail Banking,Technology,2,"Manager, Retail Banking",172000.0,0.81,Male,35-39,Anglo-Australian,Full-time,True,False,E03538,referral,NovaCorp-Origin,WorkdayHR,76.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,2.36,4.31,3.01,3.14,3.51,4.54,2.75,3.41,3.026666666666667,3.82,3.39,2.94,3.0933333333333333,4.39,2.6366666666666667,3.37,-0.6900000000000002,0.5649999999999997,-0.435,0.1300000000000001,0.2949999999999999,-0.02,0.2250000000000001,-0.0649999999999999,5.0,3.0,0.4,1.0,True,0.0,3.37875,3.333333333333333,0.0006249999999999,3.0,4.0,4.333333333333333,5.0,81.8,81.2,83.8,1.0,True,False,1.0,-1.0,-2.0,1.0,2.0,0.0,1.0,3.518333333333333,0,131800.0,1.3050075872534144,0.91,-0.0999999999999999,1,8.833333333333334,1,0,0,0,1,5-10y
E07250,Sherry Patterson,2017-03-26,,active,Retail Banking,Technology,1,Senior Engineer,137900.0,1.01,Female,45-49,Anglo-Australian,Full-time,False,False,E02056,agency,NovaCorp-Origin,WorkdayHR,14.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,4.05,4.94,4.01,3.13,2.94,2.2,2.52,5.0,3.628,3.890000000000001,3.094,2.726,3.214,2.7,3.518,5.0,-0.0939999999999999,0.4830000000000001,0.239,0.05,-0.2339999999999999,-0.346,-0.328,0.0,5.0,5.0,0.0,0.0,True,0.0,3.59875,3.47125,-0.0287499999999999,3.0,3.0,3.333333333333333,4.0,51.0,64.96666666666665,72.1,1.0,True,False,1.0,-1.0,-21.099999999999994,0.0,5.0,0.0,0.0,3.421733333333333,0,101300.0,1.3613030602171767,0.96,0.05,0,8.833333333333334,0,0,0,1,0,5-10y
E07251,Kristin Lee,2017-03-26,,active,Retail Banking,Technology,1,Senior Engineer,141100.0,0.73,Female,30-34,Anglo-Australian,Full-time,True,False,E00831,referral,NovaCorp-Origin,WorkdayHR,45.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,4.01,5.0,3.27,4.43,5.0,4.81,3.56,4.19,3.834000000000001,4.11,4.23,4.638,4.302,4.718,3.866,4.2700000000000005,0.2649999999999999,0.0299999999999998,-0.162,-0.0770000000000003,0.4130000000000001,-0.1160000000000001,-0.0539999999999999,0.0580000000000001,5.0,5.0,0.0,0.0,True,0.0,4.28375,4.246,0.0446249999999999,3.0,4.0,4.333333333333333,5.0,76.6,83.03333333333333,96.9,1.0,True,False,1.0,-1.0,-20.30000000000001,1.0,4.0,0.0,0.25,4.002,0,101300.0,1.3928923988153998,0.96,-0.2299999999999999,1,8.833333333333334,1,0,0,0,0,5-10y
E07252,Renee Huffman,2017-03-30,,active,Wealth Management,Management,1,Administration Officer,68700.0,1.0,Prefer not to say,30-34,East Asian,Casual,False,True,E02635,referral,NovaCorp-Origin,WorkdayHR,80.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,4.2,3.45,5.0,3.56,3.96,3.16,4.14,4.77,4.203333333333333,4.333333333333333,4.653333333333333,3.1833333333333336,3.843333333333333,3.4133333333333336,3.65,4.573333333333333,-0.0692857142857144,-0.5214285714285719,0.1664285714285708,0.1921428571428569,0.0785714285714283,-0.1700000000000003,0.3192857142857138,-0.0071428571428578,5.0,3.0,0.4,1.0,False,1.0,4.03,3.9816666666666665,-0.0014285714285718,3.0,3.0,3.333333333333333,2.0,67.2,63.333333333333336,47.6,1.0,True,False,1.0,1.0,19.6,0.0,5.0,0.2,0.0,3.988266666666666,0,100400.0,0.6842629482071713,0.96,0.04,0,8.833333333333334,0,0,0,0,1,5-10y
E07253,Pamela Yoder,2017-03-31,,active,Retail Banking,Technology,1,Engineer,100700.0,0.99,Female,25-29,Southeast Asian,Part-time,False,True,E02803,referral,NovaCorp-Origin,WorkdayHR,64.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,4.26,4.08,4.51,2.33,4.27,4.45,4.86,4.2,3.5075,3.67,4.2025,2.6125,4.2025,4.4725,4.7675,3.9475,0.1751428571428572,0.04,-0.1671428571428571,0.0888571428571429,0.1619999999999998,0.0054285714285714,0.0437142857142857,-0.0659999999999999,5.0,4.0,0.1999999999999999,1.0,True,0.0,4.12,3.9228125,0.03525,3.0,1.0,2.6666666666666665,3.0,25.0,56.79999999999999,67.6,0.0,False,False,1.0,-2.0,-42.6,0.0,3.0,0.0,0.0,3.37,0,101300.0,0.9940769990128332,0.96,0.03,0,8.833333333333334,0,0,0,0,1,5-10y
E07254,April Zamora,2017-04-01,,active,Risk & Compliance,Client-Advisory,1,Adviser,85600.0,1.0,Female,30-34,Anglo-Australian,Full-time,False,False,E01189,referral,NovaCorp-Origin,WorkdayHR,32.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,4.5,3.39,5.0,4.93,2.51,4.57,3.58,3.39,3.702,3.89,4.587999999999999,4.33,2.874,3.766,3.848,2.698,0.3449999999999999,-0.1309999999999999,0.2689999999999998,0.1420000000000001,-0.1349999999999999,0.3780000000000001,-0.309,0.216,5.0,5.0,0.0,0.0,True,0.0,3.98375,3.7119999999999993,0.096875,3.0,4.0,3.333333333333333,3.0,75.2,69.16666666666667,66.7,0.0,False,False,1.0,1.0,8.5,1.0,1.0,0.0,0.0,3.702,0,100000.0,0.856,0.96,0.04,0,8.833333333333334,0,0,0,0,0,5-10y
E07255,Joseph Buckley,2017-04-02,,active,Risk & Compliance,Client-Advisory,2,"Manager, Risk & Compliance",123100.0,0.94,Male,35-39,South Asian,Full-time,False,False,E10009,acquisition,NovaCorp-Origin,WorkdayHR,86.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,3.47,3.36,3.92,3.89,4.74,3.51,3.99,3.78,2.912,2.758,3.318,4.006,4.522,3.686,4.168,2.624,0.1689999999999999,0.0469999999999999,0.281,-0.071,0.012,-0.289,0.0620000000000001,0.4109999999999999,5.0,5.0,0.0,0.0,True,0.0,3.832500000000001,3.4992499999999995,0.07775,3.0,2.0,3.333333333333333,5.0,52.3,72.16666666666667,85.8,0.0,False,False,1.0,-3.0,-33.5,0.0,3.0,0.0,0.0,2.624,0,130600.0,0.942572741194487,0.91,0.0299999999999999,0,8.833333333333334,0,0,0,0,1,5-10y
E07256,Mary Alvarez,2017-04-03,,active,Insurance,Operations-Processing,2,"Manager, Insurance",146000.0,0.91,Female,45-49,Anglo-Australian,Full-time,True,True,E05512,agency,NovaCorp-Origin,WorkdayHR,68.0,106,False,,,,,,,,,,,False,0,0,2025-12-31,3.03,4.07,3.36,3.66,3.15,1.48,3.12,3.66,2.703333333333333,3.4633333333333334,3.04,3.426666666666667,2.9166666666666665,2.1666666666666665,2.4333333333333336,3.6666666666666665,-0.1814285714285712,0.3200000000000004,0.5314285714285718,0.0614285714285719,0.3657142857142859,-0.5085714285714283,0.5471428571428575,0.168571428571429,5.0,3.0,0.4,1.0,True,0.0,3.19125,2.9770833333333333,0.1630357142857146,3.0,3.0,3.333333333333333,4.0,69.8,67.56666666666666,64.9,0.0,False,False,1.0,-1.0,4.899999999999992,0.0,37.0,0.027027027027027,0.1081081081081081,3.001522522522522,0,130650.0,1.1174894756984308,0.91,0.0,0,8.833333333333334,1,0,0,1,1,5-10y
E07257,Jackson Fuller,2017-04-03,2025-07-31,departed,Corporate Operations,Corporate-Support,1,Graduate,55000.0,0.92,Non-binary,40-44,Latin American,Full-time,False,False,E01597,graduate,NovaCorp-Origin,WorkdayHR,44.0,101,False,2025-07-31,involuntary,Involuntary - performance,True,False,Unsatisfactory,55000.0,E01597,push,2025-07-31,True,0,0,2025-07-31,1.0,2.07,3.06,1.74,1.97,3.06,3.34,2.53,1.0,2.07,3.06,1.74,1.97,3.06,3.34,2.53,,,,,,,,,4.0,1.0,0.75,1.0,False,1.0,2.3462500000000004,2.3462500000000004,,3.0,2.0,2.6666666666666665,3.0,30.4,53.8,63.0,0.0,False,False,1.0,-1.0,-32.6,0.0,2.0,0.0,0.0,1.892,0,102400.0,0.537109375,0.96,-0.0399999999999999,0,8.416666666666666,0,0,0,0,0,5-10y
